name,mentions,commenters,author_mentions,name_pos,cap_ratio,first_seen,last_seen,samples
Белладон,1,1,0,True,1.0,2026-03-22,2026-03-22,"[39456528] Товарищи, в связи с заданием от партии необходимо увеличить количество анекдотов!! 1. Спрашивает как-то раз Кардин Лая: - Чем это ты так зачитался? - Учебник по"
Нееет,1,1,0,False,1.0,2026-03-22,2026-03-22,"[39456528] Товарищи, в связи с заданием от партии необходимо увеличить количество анекдотов!! 1. Спрашивает как-то раз Кардин Лая: - Чем это ты так зачитался? - Учебник по"
Тургусс,1,1,0,True,1.0,2026-03-22,2026-03-22,"[39456528] Товарищи, в связи с заданием от партии необходимо увеличить количество анекдотов!! 1. Спрашивает как-то раз Кардин Лая: - Чем это ты так зачитался? - Учебник по"
Бабочка,1,1,0,False,1.0,2026-03-22,2026-03-22,"[39456528] Товарищи, в связи с заданием от партии необходимо увеличить количество анекдотов!! 1. Спрашивает как-то раз Кардин Лая: - Чем это ты так зачитался? - Учебник по"
Гуй,1,1,0,False,1.0,2026-03-22,2026-03-22,"[39456528] Товарищи, в связи с заданием от партии необходимо увеличить количество анекдотов!! 1. Спрашивает как-то раз Кардин Лая: - Чем это ты так зачитался? - Учебник по"
Вынести,1,1,0,False,1.0,2026-03-22,2026-03-22,"[39456528] Товарищи, в связи с заданием от партии необходимо увеличить количество анекдотов!! 1. Спрашивает как-то раз Кардин Лая: - Чем это ты так зачитался? - Учебник по"
Расход,1,1,0,False,1.0,2026-03-22,2026-03-22,[39454038] Исследование профинансировала академия охотников Бикон МОЛЬ ПОСЕЛИЛАСЬ В ШКАФУ: у вейловца У мистралийского школьника у меняв шкафу лично гримм чёрная моль Нора
Уточнять,1,1,0,False,1.0,2026-03-22,2026-03-22,"[39455413] Исследование профинансировала академия охотников Бикон Уточняющий вопрос к (автору) Ремнантским докторам: помогает ли аура от запоров, геморроя и прочих радосте"
Чрезмерный,1,1,0,False,1.0,2026-03-22,2026-03-22,"[39455413] Исследование профинансировала академия охотников Бикон Уточняющий вопрос к (автору) Ремнантским докторам: помогает ли аура от запоров, геморроя и прочих радосте"
Хейлма,1,1,0,True,1.0,2026-03-21,2026-03-21,[39446423] И вот наступил следующий день. Можно еще смехуечков накидать 1. Жонв с Хейлм направили в Менаджери для культурной помощи слаборазвитым странам. Вскоре приезжает
Лимпопо,1,1,0,False,1.0,2026-03-21,2026-03-21,[39446423] И вот наступил следующий день. Можно еще смехуечков накидать 1. Жонв с Хейлм направили в Менаджери для культурной помощи слаборазвитым странам. Вскоре приезжает
Ишь,1,1,0,False,1.0,2026-03-21,2026-03-21,[39446423] И вот наступил следующий день. Можно еще смехуечков накидать 1. Жонв с Хейлм направили в Менаджери для культурной помощи слаборазвитым странам. Вскоре приезжает
Перезарядить,1,1,0,False,1.0,2026-03-21,2026-03-21,[39446423] И вот наступил следующий день. Можно еще смехуечков накидать 1. Жонв с Хейлм направили в Менаджери для культурной помощи слаборазвитым странам. Вскоре приезжает
Организация,1,1,0,False,1.0,2026-03-21,2026-03-21,[39446423] И вот наступил следующий день. Можно еще смехуечков накидать 1. Жонв с Хейлм направили в Менаджери для культурной помощи слаборазвитым странам. Вскоре приезжает
Подсудимый,1,1,0,False,1.0,2026-03-21,2026-03-21,[39446423] И вот наступил следующий день. Можно еще смехуечков накидать 1. Жонв с Хейлм направили в Менаджери для культурной помощи слаборазвитым странам. Вскоре приезжает
Контра,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39446263] Контра (показать) Маловероятно, ибо где в таком случае реакция Озмы и Салем? Последния точно бы не оставила бех внимания своих любимчиков, да и Волшебник тоже.."
Последние,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39446263] Контра (показать) Маловероятно, ибо где в таком случае реакция Озмы и Салем? Последния точно бы не оставила бех внимания своих любимчиков, да и Волшебник тоже.."
Винцо,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39444947] Внимание, смехуечки 1. Внезапно в городе исчезло спиртное, и Озпин понял: прилетел Бранвен. 2. Бранвену пришла шифровка, в которой было сказано, что ему придетс"
Неместный,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39444947] Внимание, смехуечки 1. Внезапно в городе исчезло спиртное, и Озпин понял: прилетел Бранвен. 2. Бранвену пришла шифровка, в которой было сказано, что ему придетс"
Вдпруга,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39444947] Внимание, смехуечки 1. Внезапно в городе исчезло спиртное, и Озпин понял: прилетел Бранвен. 2. Бранвену пришла шифровка, в которой было сказано, что ему придетс"
Издеваться,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39444947] Внимание, смехуечки 1. Внезапно в городе исчезло спиртное, и Озпин понял: прилетел Бранвен. 2. Бранвену пришла шифровка, в которой было сказано, что ему придетс"
Кольцевой,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39444947] Внимание, смехуечки 1. Внезапно в городе исчезло спиртное, и Озпин понял: прилетел Бранвен. 2. Бранвену пришла шифровка, в которой было сказано, что ему придетс"
Семнадцать,1,1,0,False,1.0,2026-03-21,2026-03-21,[39445155] 16.1. Бранвен сидел в баре в Вакуо. Из форточки дуло. Бранвен встал и закрыл форточку. Дуло исчезло. 16.2. Озпин сидел у себя в кабинете. Из форточки дуло. Озпи
Взрослеть,1,1,0,False,1.0,2026-03-21,2026-03-21,"[39443981] Нечто среднее между Lucky Star и Doom, с редкими вкраплениями ""Взрослеем с подростком"""
Обскура,1,1,0,False,1.0,2026-03-20,2026-03-20,"[39418176] Тут у меня встал..... Вопрос, а что будет с ребёнком если тот начнёт скрывать ауру и подавлять ее себе, не как это делается у взрослых с целью скрыть себя от др"
Поттериана,1,1,1,True,1.0,2026-03-20,2026-03-20,"[39418737] 1) Думаю, что не сможет. По той простой причине, что магия Поттерианы не равно Ауре из RWBY. Но здесь уже зыбкая почва, ибо в сеттинге о такой возможности ничег"
Звиздец,1,1,0,False,1.0,2026-03-20,2026-03-20,"[39412067] Помним, любим, скорбим Звиздец это правда. Утром 20 числа его семья подтвердила это."
Аурна,1,1,0,False,1.0,2026-03-20,2026-03-20,"[39417999] Это было древняя техника Аурной Пули по всем правилам надо использовать через дверь и говорить бам, если рядом находится человек который близок к цели который н"
Норисса,1,1,0,False,1.0,2026-03-20,2026-03-20,"[39403866] Я решил несколько отойти от Жона Арка и добавить разнообразия (у меня кончились анекдоты про Чака Норисса): 5. Фавну попала в голову пуля. ""Разрывная,"" - раскин"
Вязание,1,1,0,False,1.0,2026-03-20,2026-03-20,"[39403866] Я решил несколько отойти от Жона Арка и добавить разнообразия (у меня кончились анекдоты про Чака Норисса): 5. Фавну попала в голову пуля. ""Разрывная,"" - раскин"
Бесспорный,1,1,0,False,1.0,2026-03-20,2026-03-20,"[39403866] Я решил несколько отойти от Жона Арка и добавить разнообразия (у меня кончились анекдоты про Чака Норисса): 5. Фавну попала в голову пуля. ""Разрывная,"" - раскин"
Радиация,1,1,0,False,1.0,2026-03-19,2026-03-19,"[39389188] Радиация это заезжаная тема. Как насчёт вестибулярного аппарата? Недавно в очередной раз прочитал СМ. И в начале говорилось о тошноте Хейли. Я считаю, что тошно"
Конспирологический,1,1,0,False,1.0,2026-03-19,2026-03-19,"[39389188] Радиация это заезжаная тема. Как насчёт вестибулярного аппарата? Недавно в очередной раз прочитал СМ. И в начале говорилось о тошноте Хейли. Я считаю, что тошно"
Орманид,1,1,1,False,1.0,2026-03-18,2026-03-18,"[39359438] есть ли среди персонажей сломанного меча, кроме Жона, еще кто-то, в чьих предках отметился Озма Только если в ""духовном"" плане, когда у перерождённого в очередн"
Луи,1,1,0,True,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Алекса,1,1,0,True,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Витальский,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Перебирать,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Подгорный,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Роанна,1,1,0,True,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Безусловно,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Осводитель,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Майло,1,1,0,True,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Гийом,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39346207] Добрый вечер, товарищи! Сегодня наше ОКБ «Зеленочеловечевск-19» делает публикацию с новой шизо-теорией, посвящённой произведению «Сломанный меч», созданному тов"
Сольтеры,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39326280] Товарищи, на меня напало вдохновение, поэтому в эфире телепередача ""Ремнантские частушки"": Из Сольтеры выезжает Жоэль - чудо-акция Становись мистраез в ряд - бу"
Сапфирный,1,1,0,False,1.0,2026-03-17,2026-03-17,"[39326280] Товарищи, на меня напало вдохновение, поэтому в эфире телепередача ""Ремнантские частушки"": Из Сольтеры выезжает Жоэль - чудо-акция Становись мистраез в ряд - бу"
Доброведьма,1,1,0,False,1.0,2026-03-16,2026-03-16,"[39308668] Пов будет от лица Доброведьмы. Что-то в стиле ""как меня все з@£бало"""
Чечня,1,1,0,False,1.0,2026-03-16,2026-03-16,[39307304] Шизовый вопрос про первое апреля На первое апреля возможно сделать шуточную главу где Жон анонимно выпускает книгу о своей службе в Чечне и как она за пару неде
Гоев,1,1,0,True,0.09,2026-03-16,2026-03-16,"[39305586] Вопрос некорректен. Необходимо задаваться тяжкими мыслями ""Когда прогрев Гоев?"""
Товарищ-знаток,1,1,0,False,1.0,2026-03-15,2026-03-15,"[39282791] Товарищи-знатоки, у меня просьба: так получилось, что я не знаком с 9-м томом оригинального сериала, и сейчас, перечитывая Сломанный меч в очередной раз, я поня"
Судан,1,1,0,False,1.0,2026-03-15,2026-03-15,"[39283139] 9й сезон RWBY это полная хуета. Если кратко: Жон после сражения с Синдер падает в Everafter(хз как перевести) - мир, который наполовину Нарния, наполовину Алиса"
Кухнец,1,1,0,False,1.0,2026-03-15,2026-03-15,"[39283139] 9й сезон RWBY это полная хуета. Если кратко: Жон после сражения с Синдер падает в Everafter(хз как перевести) - мир, который наполовину Нарния, наполовину Алиса"
Нукелави,1,1,0,False,1.0,2026-03-15,2026-03-15,"[39283250] Я полагаю, что страхи должны быть массовыми и четко проявленными в массовом сознании. Страхи темноты, голода, смерти при родах, эпидемии - они характерны для вс"
Очень-очень,1,1,0,False,1.0,2026-03-15,2026-03-15,"[39283250] Я полагаю, что страхи должны быть массовыми и четко проявленными в массовом сознании. Страхи темноты, голода, смерти при родах, эпидемии - они характерны для вс"
Цепной,1,1,0,False,1.0,2026-03-14,2026-03-14,[39267481] Её Взор подобен Карающий сознание удар! От её взмаха меча крошится любые стены неверных! Она не посланник Братьев! Она не Цепной пёс Озлюминати! Она не жалкий к
Неумерать,1,1,0,False,1.0,2026-03-14,2026-03-14,[39267481] Её Взор подобен Карающий сознание удар! От её взмаха меча крошится любые стены неверных! Она не посланник Братьев! Она не Цепной пёс Озлюминати! Она не жалкий к
Повелительница,1,1,0,False,1.0,2026-03-14,2026-03-14,[39267481] Её Взор подобен Карающий сознание удар! От её взмаха меча крошится любые стены неверных! Она не посланник Братьев! Она не Цепной пёс Озлюминати! Она не жалкий к
Безмолствовать,1,1,0,False,1.0,2026-03-14,2026-03-14,"[39261410] Время для мемов, товарищи: 1) Аларик Валуа прибывает на остров, на котором расположена база культистов, после окончания своей карьеры в совете Вейла и вербовки "
Умриия,1,1,0,True,1.0,2026-03-13,2026-03-13,"[39247984] Умриии! Отлично ты завалил оборотня! Оборотня?Я думал,что это был фавн Вакуанские наркоторговцы после прорыва Какие опросы кидает в общий чат второго курса Коп "
Гримм-ангел,1,1,0,True,1.0,2026-03-13,2026-03-13,"[39246592] Вот у нас есть беовульфы, которые появляются от страха темноты, и у которых главная черта это то, что их тьма тьмущая. Вот у нас есть неверморы, которые рождают"
Гримм-грозовой,1,1,0,False,1.0,2026-03-13,2026-03-13,"[39246592] Вот у нас есть беовульфы, которые появляются от страха темноты, и у которых главная черта это то, что их тьма тьмущая. Вот у нас есть неверморы, которые рождают"
Элизиум,1,1,1,False,1.0,2026-03-13,2026-03-13,"[39248962] 1) Механизм. Как прошаренный божественный програмист, Тёмный Брат предпочёл не заморачиваться. 2) Не знаю... не думал об этом. Могу лишь предположить, что сила "
Нкал,1,1,1,False,1.0,2026-03-13,2026-03-13,"[39248962] 1) Механизм. Как прошаренный божественный програмист, Тёмный Брат предпочёл не заморачиваться. 2) Не знаю... не думал об этом. Могу лишь предположить, что сила "
Рауль,1,1,1,True,1.0,2026-03-13,2026-03-13,"[39246203] Прообразом будет английский (называемый общим языком). На ней говорят практически все, даже забитые пустынные рейдеры (пришлось выучить). Оз и Озлюминати постар"
Аргилак,1,1,1,False,1.0,2026-03-13,2026-03-13,"[39246203] Прообразом будет английский (называемый общим языком). На ней говорят практически все, даже забитые пустынные рейдеры (пришлось выучить). Оз и Озлюминати постар"
Омар,1,1,1,True,1.0,2026-03-13,2026-03-13,"[39246203] Прообразом будет английский (называемый общим языком). На ней говорят практически все, даже забитые пустынные рейдеры (пришлось выучить). Оз и Озлюминати постар"
Льняной,1,1,0,False,1.0,2026-03-13,2026-03-13,"[39248452] Ладно, сгенерируй Жасмин: По скрипучим ступеням, словно плывя над лестницей, сошла женщина. Жон бы поклялся, что ей нет и пятидесяти — если бы возраст вообще им"
Дядька,1,1,0,False,1.0,2026-03-13,2026-03-13,[39233658] А кем Король-Воин приходится Артуру Арку? Дядькой по мамке или по бате?
Арчибальд,1,1,0,True,1.0,2026-03-13,2026-03-13,[39234269] Ну смотри. Вся королевская семья с момента существования Жона Пьяницы по сути наполовину Арки. Но это пра-несколькораз-дед Артура. Плюс дед Артура Арчибальд жен
Принцесса,1,1,0,False,1.0,2026-03-13,2026-03-13,[39234269] Ну смотри. Вся королевская семья с момента существования Жона Пьяницы по сути наполовину Арки. Но это пра-несколькораз-дед Артура. Плюс дед Артура Арчибальд жен
Дюфрор,1,1,0,False,1.0,2026-03-13,2026-03-13,[39234269] Ну смотри. Вся королевская семья с момента существования Жона Пьяницы по сути наполовину Арки. Но это пра-несколькораз-дед Артура. Плюс дед Артура Арчибальд жен
Триждыпогибнуть,1,1,0,False,1.0,2026-03-14,2026-03-14,"[39264660] Кто они? Вижу Озпина. Вижу старика, энто наверно Озлем Триждыпогибший ."
Тибор,1,1,0,True,1.0,2026-03-10,2026-03-10,"[39177997] В ожидании новой главы 1 Не обращайте внимания, просто Аларик Валуа продвигает ""Честь и Совесть"" 2 Мрак Шастр после Прорыва 3 Никто: ... Мысли Тибора Арка, кото"
Писание,1,1,0,False,1.0,2026-03-10,2026-03-10,"[39176614] Товарищи, программа ""Анекдоты"". Сначала классические варианты: 1) Мантлийские ученые говорят, что Вселенная постоянно расширяется. На самом деле, она убегает от"
Лион,1,1,0,True,1.0,2026-03-10,2026-03-10,"[39174110] Что ты скажешь на такое, а Лион (показать) Мне стало как-то слишком спокойно на душе, поэтому в ожидании главы я решил что буду читать как маленькие девочки чет"
Продя,1,1,0,True,0.2,2026-03-09,2026-03-09,"[39154520] Автор, Когорта Верных Проде на связи, укрепились на позиции, готовы встречать объект ""Прогрев""!"
Водитель,1,1,0,False,1.0,2026-03-07,2026-03-07,"[39101678] Палач после того как первый раз искупался в ремнантской нефти Водитель муждугородника в Мистрале,когда появляется силуэт грим или бандитов Озпин,когда надо кого"
Котить,1,1,0,False,1.0,2026-03-06,2026-03-06,[39078615] Котя!
Правительство,1,1,0,False,1.0,2026-03-06,2026-03-06,"[39070941] Насчет культивируемого Салем хз, но заговор Мирового Правительства Евре- то есть Рудеев есть. В главе с сьемками фильма есть упоминание"
Ёвр,1,1,0,False,1.0,2026-03-06,2026-03-06,"[39070941] Насчет культивируемого Салем хз, но заговор Мирового Правительства Евре- то есть Рудеев есть. В главе с сьемками фильма есть упоминание"
Арктур,1,1,1,False,1.0,2026-03-05,2026-03-05,"[39055979] Это такой хитрый пиар? ""Железо"" неплох, очень неплох, сам читал. Но автор ленивее меня, раз ему лень даже на АТ свой фик размещать, с учётом что ФБ приняло Pоск"
Дон,1,1,1,True,1.0,2026-03-05,2026-03-05,"[39055979] Это такой хитрый пиар? ""Железо"" неплох, очень неплох, сам читал. Но автор ленивее меня, раз ему лень даже на АТ свой фик размещать, с учётом что ФБ приняло Pоск"
Михаил,1,1,0,True,1.0,2026-03-05,2026-03-05,"[39053039] Товарищ Михаил Козлов, присоединяйтесь 1) Салем (Озма) говорит Озме (Салем после падения Рудейской империи: - Как мне надоели эти ссоры, скандалы... А Оз (Салем"
Заголовок,1,1,0,False,1.0,2026-03-05,2026-03-05,"[39053039] Товарищ Михаил Козлов, присоединяйтесь 1) Салем (Озма) говорит Озме (Салем после падения Рудейской империи: - Как мне надоели эти ссоры, скандалы... А Оз (Салем"
Зотс,1,1,0,True,1.0,2026-03-05,2026-03-05,"[39053039] Товарищ Михаил Козлов, присоединяйтесь 1) Салем (Озма) говорит Озме (Салем после падения Рудейской империи: - Как мне надоели эти ссоры, скандалы... А Оз (Салем"
Продус,1,1,0,False,1.0,2026-03-05,2026-03-05,[39051514] Продус выйдус? Прогрев восьмого марта будет?
Свящёный,1,1,0,False,1.0,2026-03-05,2026-03-05,"[39040766] В 59 главе к тексте Арквильской песни, врубаемой после Великого Священого Похода, упоминаеться имя Короля-Воина, он же 'обосанный' Оззан. Что по пов Вайс невозм"
Оззать,1,1,0,False,1.0,2026-03-05,2026-03-05,"[39040766] В 59 главе к тексте Арквильской песни, врубаемой после Великого Священого Похода, упоминаеться имя Короля-Воина, он же 'обосанный' Оззан. Что по пов Вайс невозм"
Мало-популярный,1,1,1,False,1.0,2026-03-05,2026-03-05,"[39046978] Арквильцы просили передать, что им поебать. (Мало-популярная песенка даже в месте, где её придумали, когда-нибудь и до неё у кое-кого руки доберутся, а пока тер"
Кедавр,1,1,0,False,1.0,2026-03-05,2026-03-05,"[39035582] Авада Кедавра - Быть гладу и хладу. Альтернативная земля, в которой в примерно наших 2000-2010 пришел механизм - устройство Древних, призванное развлечь местных"
Мёртворожденный,1,1,0,False,1.0,2026-03-05,2026-03-05,[39034808] Эпоха Мёртворожденных. Автор в 2008 году буквально предсказал СВО...
Завет,1,1,0,False,1.0,2026-03-05,2026-03-05,"[39031901] Новый Завет. Главный герой может показаться тебе Мэри Сью, но он так здорово прописан, что тебе все равно."
Мэри,1,1,0,True,1.0,2026-03-05,2026-03-05,"[39031901] Новый Завет. Главный герой может показаться тебе Мэри Сью, но он так здорово прописан, что тебе все равно."
Сью,1,1,0,False,1.0,2026-03-05,2026-03-05,"[39031901] Новый Завет. Главный герой может показаться тебе Мэри Сью, но он так здорово прописан, что тебе все равно."
Толстой,1,1,0,True,1.0,2026-03-05,2026-03-05,"[39031823] Книги авторства камрада RedDetonator'а. Хотя так или иначе, все равно графомания, но не самая плохая. Еще недавно открыл для себя визуальную новеллу ""Кризис: тр"
Хололный,1,1,0,False,1.0,2026-03-04,2026-03-04,"[39016472] У меня тут вопрос внезапно возник. А как разработчики Холодных Сердец смогли откапать фамилию Хейли, ведь упоминалось что он(или кто там) хорошенько так подтер "
Оззаном,1,1,0,False,1.0,2026-03-04,2026-03-04,"[39016472] У меня тут вопрос внезапно возник. А как разработчики Холодных Сердец смогли откапать фамилию Хейли, ведь упоминалось что он(или кто там) хорошенько так подтер "
Гренландия,1,1,0,False,1.0,2026-03-04,2026-03-04,"[39004162] У меня появился вопрос, ваш Солитас по климату и температуре где? Гренландия, заполярье или другое?"
Ркн,1,1,0,False,1.0,2026-03-03,2026-03-03,"[38992510] Небольшой мем в поддержку автора. Ркн, не бань, тут только духоскрепные резня и пытки"
Пучок,1,1,0,False,1.0,2026-03-02,2026-03-02,"[38971749] Несколько забавный псевдо-логичный поток сознания, которым я хочу поделиться с товарищами-читателями. Шизофрения (с) товарищ Пучков(показать) Личность Странного"
Пророчество,1,1,0,False,1.0,2026-03-02,2026-03-02,"[38971749] Несколько забавный псевдо-логичный поток сознания, которым я хочу поделиться с товарищами-читателями. Шизофрения (с) товарищ Пучков(показать) Личность Странного"
Нострдамус,1,1,0,False,1.0,2026-03-02,2026-03-02,"[38971749] Несколько забавный псевдо-логичный поток сознания, которым я хочу поделиться с товарищами-читателями. Шизофрения (с) товарищ Пучков(показать) Личность Странного"
Ванг,1,1,0,True,1.0,2026-03-02,2026-03-02,"[38971749] Несколько забавный псевдо-логичный поток сознания, которым я хочу поделиться с товарищами-читателями. Шизофрения (с) товарищ Пучков(показать) Личность Странного"
Жириновский,1,1,0,True,1.0,2026-03-02,2026-03-02,"[38971749] Несколько забавный псевдо-логичный поток сознания, которым я хочу поделиться с товарищами-читателями. Шизофрения (с) товарищ Пучков(показать) Личность Странного"
Франция,1,1,0,False,1.0,2026-03-02,2026-03-02,[38957658] Цель Жона сыграть в еу5 и сделать из местечка Арк столицу Франции
Вайогод,1,1,0,False,1.0,2026-03-02,2026-03-02,[38952712] Пов от Вайолет.
Ирисс,1,1,0,False,1.0,2026-03-01,2026-03-01,[38948616] Pov Вайс : называет Ирисса Руби.
Ром,1,1,0,False,1.0,2026-03-01,2026-03-01,[38940273] ТЕОРИЯ!!!! пов от лица Ромы/Нео!
Тётка,1,1,0,False,1.0,2026-03-01,2026-03-01,[38932368] Убей Ведьму! Убей Волшебника! Выеби Тетку!
Спрюс,1,1,0,True,1.0,2026-03-01,2026-03-01,"[38928511] Кстати, в этом фанфике упоминался Спрюс Уиллис? Если да, то ставлю на его пов"
Уиллис,1,1,0,False,1.0,2026-03-01,2026-03-01,"[38928511] Кстати, в этом фанфике упоминался Спрюс Уиллис? Если да, то ставлю на его пов"
Университет,1,1,0,False,1.0,2026-02-28,2026-02-28,"[38919825] Раз уж все начали делать ставки на следующий POV, продолжу традицию: Версии Синдер Кто-то из семейства Грей Парень, которого провожали Меркури и Жон до Универси"
Сосиндёр,1,1,0,False,1.0,2026-03-01,2026-03-01,"[38925076] И правда, почему никто не написал про Сосиндер? Наверное, всем просто пох на неё"
Але,1,1,0,True,1.0,2026-02-28,2026-02-28,"[38920064] - Але, Хейли! Бери меч, плащ и свиток - мы будем ронять летающий остров  мантлиецев на базу культистов."
Исоппа,1,1,0,False,1.0,2026-02-28,2026-02-28,"[38917817] Если я правильно понял, то его проявление показывает человеку его страхи. Исопп боиться сказки про Улыбчивого Ужаса и поэтому в 66 главе именно его он и увидел,"
Фуххха,1,1,0,False,1.0,2026-02-28,2026-02-28,"[38915510] Кроу! Таянг! Рэйвен! Аземи! Сафрон! Фуххх, надоело писать. Кто-то из этих получит свой пов. Ставлю коммент против доп проды!"
Шиза,1,1,0,True,0.2,2026-02-28,2026-02-28,"[38914151] Шиза Ставлю косарь, что встреча Иссопа с Жоном и Блэком (не конкретно с ними, а вообще с кем-либо на кладбище) — это часть плана Логоса по получению дополнитель"
Блэкома,1,1,0,False,1.0,2026-02-28,2026-02-28,"[38914151] Шиза Ставлю косарь, что встреча Иссопа с Жоном и Блэком (не конкретно с ними, а вообще с кем-либо на кладбище) — это часть плана Логоса по получению дополнитель"
Люмен,1,1,0,False,1.0,2026-02-28,2026-02-28,"[38914151] Шиза Ставлю косарь, что встреча Иссопа с Жоном и Блэком (не конкретно с ними, а вообще с кем-либо на кладбище) — это часть плана Логоса по получению дополнитель"
Таурусый,1,1,0,False,1.0,2026-03-01,2026-03-01,[38940249] Таурус?.....
Теодор,1,1,0,True,1.0,2026-02-28,2026-02-28,[38905602] Ставлю два вдоха на Айронвуда и один на Теодора
Эдишн,1,1,0,False,1.0,2026-03-01,2026-03-01,[38940291] МГВС Ремнант Эдишн)))))))
Сударь,1,1,0,False,1.0,2026-02-27,2026-02-27,"[38897680] Сломанный меч стал так богат на мир и персонажей, что наявность попаданчества и бэкграунд попаданца потеряли в моих глазах всякую надобность. Сударь Атлет, не з"
Бранан,1,1,0,True,1.0,2026-02-27,2026-02-27,[38897407] мои предположения о пове: Его Милость Аларик Валуа Терри Котт Аземи Ноэда Бранан из Дур-дира Арнольд Адольф Эдельвейс
Дур-дир,1,1,0,True,1.0,2026-02-27,2026-02-27,[38897407] мои предположения о пове: Его Милость Аларик Валуа Терри Котт Аземи Ноэда Бранан из Дур-дира Арнольд Адольф Эдельвейс
Арнольд,1,1,0,True,1.0,2026-02-27,2026-02-27,[38897407] мои предположения о пове: Его Милость Аларик Валуа Терри Котт Аземи Ноэда Бранан из Дур-дира Арнольд Адольф Эдельвейс
Эдельвейс,1,1,0,False,1.0,2026-02-27,2026-02-27,[38897407] мои предположения о пове: Его Милость Аларик Валуа Терри Котт Аземи Ноэда Бранан из Дур-дира Арнольд Адольф Эдельвейс
Нууа,1,1,0,True,1.0,2026-02-27,2026-02-27,"[38896052] Нууу, если башка отвалилась, то Арк её обратно пришьёт на её законное место. Или любительнице жить на болотах позвонит. Вариантов много."
Отцеубийца,1,1,0,False,1.0,2026-02-27,2026-02-27,"[38888859] 1. Вы с Ним два сапога пара - пара Отцеубийц! Речь идёт про Меркьюри? Просто в предыдущем предложении Иссоп выделяет с большой буквы Неё, так что речь может идт"
Бойтётя,1,1,0,False,1.0,2026-02-27,2026-02-27,"[38888859] 1. Вы с Ним два сапога пара - пара Отцеубийц! Речь идёт про Меркьюри? Просто в предыдущем предложении Иссоп выделяет с большой буквы Неё, так что речь может идт"
Безголовый,1,1,0,False,1.0,2026-02-27,2026-02-27,"[38890427] Речь идёт про Меркьюри? Просто в предыдущем предложении Иссоп выделяет с большой буквы Неё, так что речь может идти о какой-то хтони, на которую Железноногий не"
Дырявый,1,1,0,False,1.0,2026-02-27,2026-02-27,"[38895068] Интересно, у них есть местный фанбук? Со своими Дыряв..... пидо.... Ге.. Короче, с книгами сомнительной с содержанием"
Вообще-то,1,1,0,False,1.0,2026-02-27,2026-02-27,"[38887356] Вообще-то это можно банальным фотошопом сделать, нейронка тут не нужна. Жаль, что я не умею в нём работать..."
Ария,1,1,0,False,1.0,2026-02-27,2026-02-27,"[38887117] Атлет, щито ты наделал? Зачем ты упомянул Арию? Теперь в моей башке только СМЕРТЕЛЬНЫЙ ЯД КИПИТ В МОРЯХ, КИСЛОТА - ВМЕСТО СНЕГА И ДОЖДЯ... О, веры больше нет, С"
